,index,film,budget_processed,genre_1,original_language,popularity,release_date,runtime,revenue
5100,5100,Slam Dance,18000000.0,Mystery,en,0.488789,10/2/87,99.0,18000000.0
5101,5101,The 51st State,28,Thriller,en,6.368323,12/7/01,93.0,18000000.0
5102,5102,Sherrybaby,2000000,Drama,en,3.319349,9/8/06,96.0,18000000.0
5103,5103,Something Borrowed,35000000,Comedy,en,5.47309,5/5/11,112.0,18000000.0
5104,5104,Martha Marcy May Marlene,18000000.0,Drama,en,7.665011,10/21/11,101.0,18000000.0
5105,5105,The Quiet,900000,Drama,en,4.997751,9/12/05,96.0,18000000.0
5106,5106,I Give It a Year,18000000.0,Comedy,en,11.783332,2/8/13,97.0,18000000.0
5107,5107,American Dreamz,17000000,Comedy,en,4.936369,3/4/06,107.0,18000000.0
5108,5108,Cine Holliúdy,18000000.0,Comedy,pt,0.655482,8/9/13,91.0,18000000.0
5109,5109,Slap Shot,18000000.0,Drama,en,9.282077,2/25/77,123.0,18000000.0
5110,5110,Chicken Run,45000000,Animation,en,11.834245,6/21/00,84.0,18000000.0
5111,5111,Vanishing on 7th Street,10000000,Mystery,en,8.419427,9/11/10,92.0,18000000.0
5112,5112,Spoon,18000000.0,Family,nl,0.309836,2/2/05,96.0,18000000.0
5113,5113,Marnie,2135161,Crime,en,6.409094,7/9/64,130.0,18000000.0
5114,5114,Go Go Tales,4000000,Comedy,en,4.382184,5/23/07,96.0,18000000.0
5115,5115,The Silencers,18000000.0,Action,en,2.311461,2/18/66,102.0,18000000.0
5116,5116,Saving Private Ryan,70000000,Drama,en,21.758054,7/24/98,169.0,18000000.0
5117,5117,The Express,40000000,Drama,en,4.929912,10/10/08,130.0,18000000.0
5118,5118,Duniyadari,390000,,en,0.016219,7/19/14,148.0,18000000.0
5119,5119,"SuperManager, or Hack of the Fate",18000000.0,Comedy,ru,0.864913,5/19/11,82.0,18000000.0
5120,5120,Café Society,30000000,Comedy,en,9.2467,5/11/16,96.0,18000000.0
5121,5121,Paper Towns,12000000,Drama,en,9.662731,6/18/15,109.0,18000000.0
5122,5122,"Planes, Trains and Automobiles",18000000.0,Comedy,en,9.420183,11/26/87,93.0,18000000.0
5123,5123,Houseguest,10500000,Comedy,en,2.688562,1/6/95,113.0,18000000.0
5124,5124,Dragon: The Bruce Lee Story,14000000,Drama,en,5.079464,5/7/93,120.0,18000000.0
5125,5125,Elle,9804690,Drama,fr,8.226065,5/25/16,130.0,18000000.0
5126,5126,American Psycho,7000000,Thriller,en,13.686715,4/13/00,102.0,18000000.0
5127,5127,Trois,200000,Drama,en,0.06431,2/11/00,93.0,18000000.0
5128,5128,Bommarillu,1333333,Drama,te,0.654216,8/9/06,170.0,18000000.0
5129,5129,Rebound,45000000,Comedy,en,4.373457,7/1/05,103.0,18000000.0
5130,5130,Jackie,9000000,Drama,en,8.362716,12/2/16,100.0,18000000.0
5131,5131,Deception,25000000,Thriller,en,7.720729,4/24/08,107.0,18000000.0
5132,5132,Dracula,40000000,Romance,en,16.777675,11/13/92,128.0,18000000.0
5133,5133,ParaNorman,60000000,Family,en,10.425038,8/3/12,90.0,18000000.0
5134,5134,Unbreakable,75000000,Science Fiction,en,14.67855,11/13/00,106.0,18000000.0
5135,5135,Liberal Arts,18000000.0,Romance,en,7.113542,9/14/12,97.0,18000000.0
5136,5136,White Chicks,37000000,Comedy,en,7.723341,6/23/04,109.0,18000000.0
5137,5137,7Aum Arivu,16000000,Action,ta,2.252517,10/26/11,168.0,18000000.0
5138,5138,Eagle Eye,80000000,Mystery,en,14.324875,9/25/08,118.0,18000000.0
5139,5139,Straight Outta Compton,28000000,Drama,en,21.183077,8/13/15,147.0,18000000.0
5140,5140,Bugsy,30000000,Drama,en,5.516316,12/10/91,134.0,18000000.0
5141,5141,Road to Perdition,80000000,Thriller,en,13.426684,7/12/02,117.0,18000000.0
5142,5142,Letters from Iwo Jima,19000000,Action,en,11.649588,12/19/06,141.0,18000000.0
5143,5143,The Untouchables,25000000,Crime,en,11.062203,6/2/87,119.0,18000000.0
5144,5144,The Last Picture Show,1300000,Drama,en,5.961382,10/3/71,118.0,18000000.0
5145,5145,Carnal Knowledge,18000000.0,Drama,en,2.837238,10/21/71,98.0,18000000.0
5146,5146,The Long Riders,10000000,Western,en,3.557608,5/12/80,99.0,18000000.0
5147,5147,Harold & Kumar Go to White Castle,9000000,Comedy,en,8.344105,5/30/04,88.0,18000000.0
5148,5148,The Stanford Prison Experiment,18000000.0,Thriller,en,4.833182,7/17/15,122.0,18000000.0
5149,5149,Independence Day: Resurgence,165000000,Action,en,16.993841,6/22/16,120.0,18000000.0
5150,5150,Bolt,150000000,Animation,en,15.580915,11/21/08,98.0,18000000.0
5151,5151,Office Christmas Party,45000000,Comedy,en,8.228918,11/25/16,105.0,18000000.0
5152,5152,The Magic of Belle Isle,18000000.0,Comedy,en,5.900375,7/6/12,109.0,18000000.0
5153,5153,Selena,20000000,Drama,en,7.390306,3/21/97,127.0,18000000.0
5154,5154,Indru Netru Naalai,620000,Science Fiction,ta,0.326862,6/26/15,146.0,18000000.0
5155,5155,Harry Potter and the Prisoner of Azkaban,130000000,Adventure,en,28.460276,5/31/04,141.0,18000000.0
5156,5156,The Diary of a Teenage Girl,2000000,Drama,en,14.986654,8/7/15,98.0,18000000.0
5157,5157,The Interceptor,7000000,Thriller,ru,1.08213,10/8/09,90.0,18000000.0
5158,5158,Are We There Yet?,32000000,Adventure,en,9.756822,1/20/05,95.0,18000000.0
5159,5159,The Longest Yard,2900000,Crime,en,9.460843,8/21/74,121.0,18000000.0
5160,5160,March of the Penguins,8000000,Documentary,fr,9.435123,1/26/05,80.0,18000000.0
5161,5161,Get Rich or Die Tryin',40000000,Drama,en,9.820229,11/9/05,117.0,18000000.0
5162,5162,X-Men,75000000,Adventure,en,0.954467,7/13/00,104.0,18000000.0
5163,5163,Mary Kom,224056,Drama,hi,1.416035,9/5/14,122.0,18000000.0
5164,5164,Wild Things,20000000,Thriller,en,13.924623,3/20/98,108.0,18000000.0
5165,5165,Immortals,75000000,Fantasy,en,10.363671,11/10/11,110.0,18000000.0
5166,5166,Walker,5800000,Drama,en,1.799311,12/4/87,94.0,18000000.0
5167,5167,Greenberg,18000000.0,Comedy,en,8.509231,3/26/10,107.0,18000000.0
5168,5168,Night Shift,18000000.0,Comedy,en,4.535207,7/30/82,106.0,18000000.0
5169,5169,Night of the Living Dead,114000,Horror,en,14.384198,10/1/68,96.0,18000000.0
5170,5170,Awake,86000000,Thriller,en,7.076062,11/28/07,84.0,18000000.0
5171,5171,Keeping Mum,169000,Comedy,en,5.742659,12/2/05,103.0,18000000.0
5172,5172,City of Angels,55000000,Drama,en,8.228219,4/10/98,114.0,18000000.0
5173,5173,The Heartbreak Kid,60000000,Comedy,en,9.149612,10/5/07,116.0,18000000.0
5174,5174,The Boost,8000000,Drama,en,0.964399,12/23/88,95.0,18000000.0
5175,5175,Fort Apache,2500000,Western,en,5.499979,3/26/48,125.0,18000000.0
5176,5176,Blade Runner,28000000,Science Fiction,en,96.272374,6/25/82,117.0,18000000.0
5177,5177,Edge of Tomorrow,178000000,Action,en,31.982986,5/27/14,113.0,18000000.0
5178,5178,Krazzy 4,18000000.0,Comedy,hi,1.37762,4/11/08,116.0,18000000.0
5179,5179,Bachelor Party,6000000,Comedy,en,5.511756,6/29/84,105.0,18000000.0
5180,5180,I Like It Like That,18000000.0,Comedy,en,0.289295,10/14/94,104.0,18000000.0
5181,5181,Premium Rush,35000000,Crime,en,5.654784,8/24/12,91.0,18000000.0
5182,5182,The Virginity Hit,2000000,Comedy,en,2.235068,9/10/10,120.0,18000000.0
5183,5183,Troll,1100000,Fantasy,en,10.254424,1/17/86,82.0,18000000.0
5184,5184,Still Smokin,18000000.0,Comedy,en,3.767872,5/6/83,91.0,18000000.0
5185,5185,Russian Ark,18000000.0,Mystery,ru,8.815485,5/22/02,99.0,18000000.0
5186,5186,Vipers Nest,3500000,Drama,nl,1.426776,3/10/11,105.0,18000000.0
5187,5187,Breaking and Entering,18000000.0,Drama,en,4.217411,12/15/06,129.0,18000000.0
5188,5188,A Soldier's Story,6000000,Drama,en,12.019262,9/14/84,101.0,18000000.0
5189,5189,Bad Boys II,130000000,Adventure,en,8.191436,7/18/03,147.0,18000000.0
5190,5190,976-EVIL,18000000.0,Horror,en,15.360682,12/9/88,92.0,18000000.0
5191,5191,The Rocketeer,42000000,Action,en,10.536644,6/21/91,108.0,18000000.0
5192,5192,101 Dalmatians,54000000,Comedy,en,11.470748,11/17/96,103.0,18000000.0
5193,5193,Barbershop: The Next Cut,20000000,Comedy,en,8.468401,4/15/16,112.0,18000000.0
5194,5194,Heat,60000000,Action,en,17.924927,12/15/95,170.0,18000000.0
5195,5195,The Dark Crystal,15000000,Fantasy,en,13.524001,12/17/82,93.0,18000000.0
5196,5196,"The Good, the Bad and the Ugly",1200000,Western,it,16.788787,12/23/66,161.0,18000000.0
5197,5197,Hanna,30000000,Action,en,8.071196,4/7/11,111.0,18000000.0
5198,5198,Flirting with Disaster,7000000,Comedy,en,5.579088,3/22/96,92.0,18000000.0
5199,5199,Samson and Delilah,3000000,Drama,en,2.528638,12/21/49,128.0,18000000.0
5200,5200,Flashdance,4000000,Drama,en,9.888958,4/14/83,95.0,18000000.0
5201,5201,Black,18000000.0,Drama,hi,2.854219,2/4/05,122.0,18000000.0
5202,5202,Tape,100000,Drama,en,3.580063,1/26/01,86.0,18000000.0
5203,5203,Fill the Void,18000000.0,Drama,he,1.647014,7/1/12,90.0,18000000.0
5204,5204,Silent Trigger,15000000,Drama,en,1.672406,6/26/96,93.0,18000000.0
5205,5205,Hustle & Flow,8000000,Drama,en,7.422267,7/22/05,116.0,18000000.0
5206,5206,"I'm a Cyborg, But That's OK",18000000.0,Drama,ko,4.369975,12/7/06,105.0,18000000.0
5207,5207,Cube,250000,Thriller,en,12.095263,9/9/97,90.0,18000000.0
5208,5208,Into the Blue,50000000,Action,en,10.022102,9/30/05,110.0,18000000.0
5209,5209,Captain Ron,24000000,Action,en,5.429614,9/18/92,100.0,18000000.0
5210,5210,Tsotsi,3000000,Crime,af,6.081201,8/18/05,94.0,18000000.0
5211,5211,Laura,1020000,Drama,en,9.884516,10/11/44,88.0,18000000.0
5212,5212,Legally Blonde,18000000,Comedy,en,12.769371,7/13/01,96.0,18000000.0
5213,5213,Praying With Lior,18000000.0,,en,0.004706,6/17/08,87.0,18000000.0
5214,5214,Back to School,18000000.0,Comedy,en,6.669879,6/13/86,96.0,18000000.0
5215,5215,Platoon,6000000,Drama,en,18.206972,12/18/86,120.0,18000000.0
5216,5216,Wanted,75,Action,en,4.450762,9/18/09,129.0,18000000.0
5217,5217,12,4000000,Crime,ru,6.975759,6/6/07,159.0,18000000.0
5218,5218,Diary of the Dead,2000000,Horror,en,12.001324,9/8/07,95.0,18000000.0
5219,5219,How to Lose Friends & Alienate People,27000000,Comedy,en,11.981531,10/2/08,110.0,18000000.0
5220,5220,I Think I Do,18000000.0,Comedy,en,1.231723,4/10/98,90.0,18000000.0
5221,5221,Pump up the Volume,18000000.0,Music,en,4.289341,8/22/90,105.0,18000000.0
5222,5222,2001: A Space Odyssey,10500000,Science Fiction,en,22.494622,4/10/68,149.0,18000000.0
5223,5223,Desmundo,3,Drama,pt,0.26507,11/8/02,101.0,18000000.0
5224,5224,Divine Trash,18000000.0,Documentary,en,1.143004,1/18/98,97.0,18000000.0
5225,5225,30 Minutes or Less,28000000,Action,en,9.763493,8/11/11,83.0,18000000.0
5226,5226,Mad Love,18000000.0,Drama,en,2.624771,5/26/95,95.0,18000000.0
5227,5227,The Dreamers,15000000,Drama,en,6.685981,9/1/03,115.0,18000000.0
5228,5228,Alvin and the Chipmunks: Chipwrecked,75000000,Comedy,en,8.066393,12/14/11,87.0,18000000.0
5229,5229,Trail of the Pink Panther,18000000.0,Comedy,en,4.918228,12/3/82,96.0,18000000.0
5230,5230,Eraserhead,10000,Drama,en,7.871001,3/19/77,89.0,18000000.0
5231,5231,Bandit Queen,18000000.0,Drama,en,0.976798,9/9/94,119.0,18000000.0
5232,5232,Japan Sinks,18000000.0,Drama,ja,1.187029,7/15/06,135.0,18000000.0
5233,5233,Nanny McPhee,25000000,Fantasy,en,9.806554,10/21/05,97.0,18000000.0
5234,5234,Gone Baby Gone,19000000,Crime,en,6.148516,10/19/07,113.0,18000000.0
5235,5235,Bedtime Stories,80000000,Fantasy,en,10.739419,12/24/08,99.0,18000000.0
5236,5236,The Brave One,70000000,Crime,en,11.8027,9/14/07,122.0,18000000.0
5237,5237,City Lights,1500000,Comedy,en,10.891524,1/30/31,87.0,18000000.0
5238,5238,The Man with the Iron Fists,15000000,Action,en,8.310945,11/2/12,96.0,18000000.0
5239,5239,The Man with the Golden Gun,7000000,Adventure,en,12.127492,12/1/74,125.0,18000000.0
5240,5240,Earth to Echo,13000000,Family,en,12.412221,6/14/14,89.0,18000000.0
5241,5241,Danny Collins,10000000,Comedy,en,16.903373,3/19/15,107.0,18000000.0
5242,5242,San Francisco,1300000,Music,en,0.770164,6/26/36,115.0,18000000.0
5243,5243,Ninja Assassin,40000000,Action,en,9.163897,9/29/09,99.0,18000000.0
5244,5244,Ginger & Rosa,18000000.0,Drama,en,10.463908,9/7/12,89.0,18000000.0
5245,5245,Two Mules for Sister Sara,18000000.0,Western,en,10.072738,6/14/70,116.0,18000000.0
5246,5246,Street Kings,20000000,Action,en,13.246795,4/10/08,109.0,18000000.0
5247,5247,Puncture,18000000.0,Drama,en,4.363087,9/23/11,100.0,18000000.0
5248,5248,Taxi,25000000,Thriller,en,7.745017,10/6/04,97.0,18000000.0
5249,5249,Salt,110000000,Action,en,8.704455,7/21/10,100.0,18000000.0
5250,5250,Encino Man,18000000.0,Comedy,en,8.000189,5/22/92,88.0,18000000.0
5251,5251,Teddy Bears' Picnic,18000000.0,,en,0.022347,3/29/02,80.0,18000000.0
5252,5252,Galaxina,5500000,Comedy,en,1.409619,6/6/80,95.0,18000000.0
5253,5253,Dare,18000000.0,Drama,en,2.080893,11/13/09,100.0,18000000.0
5254,5254,Get Shorty,30250000,Comedy,en,12.669608,10/20/95,105.0,18000000.0
5255,5255,The Great Escape,4000000,Adventure,en,14.384114,6/20/63,172.0,18000000.0
5256,5256,The Other Side of the Door,18000000.0,Thriller,en,7.016801,2/25/16,96.0,18000000.0
5257,5257,The Butterfly Room,18000000.0,Horror,en,6.569589,8/4/12,87.0,18000000.0
5258,5258,Metro,55000000,Action,en,10.519481,1/16/97,117.0,18000000.0
5259,5259,Beautiful Thing,18000000.0,Comedy,en,5.766163,6/21/96,90.0,18000000.0
5260,5260,Derailed,22000000,Drama,en,10.600475,11/11/05,108.0,18000000.0
5261,5261,Sparkle,14000000,Drama,en,2.24386,8/17/12,116.0,18000000.0
5262,5262,The Fury,5500000,Horror,en,11.844029,3/10/78,118.0,18000000.0
5263,5263,The TV Set,2000000,Comedy,en,4.681832,4/28/06,87.0,18000000.0
5264,5264,The Cement Garden,18000000.0,Drama,en,15.975485,2/20/93,105.0,18000000.0
5265,5265,The Karate Kid,8000000,Drama,en,7.64499,6/22/84,126.0,18000000.0
5266,5266,Lowriders,916000,Drama,en,4.612622,4/28/17,99.0,18000000.0
5267,5267,An American in Paris,2723903,Drama,en,5.565203,8/8/51,113.0,18000000.0
5268,5268,Perfume: The Story of a Murderer,50000000,Crime,en,10.297304,9/13/06,147.0,18000000.0
5269,5269,The Nightmare Before Christmas,18000000,Fantasy,en,17.730913,10/9/93,76.0,18000000.0
5270,5270,The Breakfast Club,1000000,Comedy,en,12.627678,2/15/85,97.0,18000000.0
5271,5271,The Time Traveler's Wife,39000000,Drama,en,13.682598,8/14/09,107.0,18000000.0
5272,5272,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",18000000.0,Documentary,en,1.157478,12/29/99,91.0,18000000.0
5273,5273,Little Buddha,35000000,Drama,en,5.681522,12/1/93,140.0,18000000.0
5274,5274,Toys,18000000.0,Fantasy,en,5.923774,12/18/92,118.0,18000000.0
5275,5275,Sniper,18000000.0,Action,en,9.337393,1/29/93,98.0,18000000.0
5276,5276,Dave Chappelle's Block Party,3000000,Comedy,en,2.092791,9/12/05,100.0,18000000.0
5277,5277,Ghosts of the Abyss,13000000,Documentary,en,4.835446,4/10/03,92.0,18000000.0
5278,5278,One Night with the King,20000000,Drama,en,3.660528,10/13/06,123.0,18000000.0
5279,5279,Winnie the Pooh and a Day for Eeyore,18000000.0,Animation,en,1.235038,1/1/83,25.0,18000000.0
5280,5280,Delirious,18000000,Fantasy,en,1.33724,8/9/91,96.0,18000000.0
5281,5281,American Graffiti,777000,Comedy,en,9.188584,8/1/73,110.0,18000000.0
5282,5282,All That Heaven Allows,18000000.0,Drama,en,3.922641,12/25/55,89.0,18000000.0
5283,5283,"Elvira, Mistress of the Dark",18000000.0,Fantasy,en,5.554398,9/30/88,96.0,18000000.0
5284,5284,Bridget Jones's Diary,25000000,Comedy,en,10.780524,4/13/01,97.0,18000000.0
5285,5285,Stealing Home,18000000.0,Drama,en,7.168975,8/26/88,98.0,18000000.0
5286,5286,My Life,18000000.0,Drama,en,3.987514,11/12/93,114.0,18000000.0
5287,5287,Karthik Calling Karthik,18000000.0,Romance,en,1.847916,2/6/10,155.0,18000000.0
5288,5288,Dilwale Dulhania Le Jayenge,13200000,Comedy,hi,34.457024,10/20/95,190.0,18000000.0
5289,5289,The Tale of Despereaux,60000000,Adventure,en,12.364579,12/19/08,93.0,18000000.0
5290,5290,Angels & Demons,150000000,Thriller,en,22.211558,5/13/09,138.0,18000000.0
5291,5291,Schindler's List,22000000,Drama,en,41.725123,11/29/93,195.0,18000000.0
5292,5292,Enchanted,85000000,Comedy,en,11.447798,11/20/07,107.0,18000000.0
5293,5293,Emma's Bliss,18000000.0,Drama,de,1.37038,7/16/06,103.0,18000000.0
5294,5294,Frozen,150000000,Animation,en,24.248243,11/27/13,102.0,18000000.0
5295,5295,Charlie,1900000,Drama,ml,1.188662,12/24/15,130.0,18000000.0
5296,5296,Hereafter,50000000,Drama,en,7.942766,10/15/10,129.0,18000000.0
5297,5297,Galaxy Quest,45000000,Comedy,en,15.831374,12/23/99,102.0,18000000.0
5298,5298,Sunny,3550000,Drama,ko,2.700233,5/4/11,124.0,18000000.0
5299,5299,Once Were Warriors,18000000.0,Drama,en,4.025276,9/2/94,99.0,18000000.0
5300,5300,2 Days in New York,8000000,Comedy,en,4.68182,3/28/12,91.0,18000000.0
5301,5301,Agent Cody Banks 2: Destination London,26000000,Comedy,en,12.59201,6/24/04,100.0,18000000.0
5302,5302,Violent Cop,18000000.0,Action,ja,3.469468,8/12/89,103.0,18000000.0
5303,5303,Heist,8900000,Crime,en,8.476315,11/13/15,93.0,18000000.0
5304,5304,Gloss,2500000,Comedy,ru,0.880482,8/23/07,118.0,18000000.0
5305,5305,Let's Be Cops,17000000,Comedy,en,15.962793,8/13/14,104.0,18000000.0
5306,5306,Lara Croft Tomb Raider: The Cradle of Life,95000000,Action,en,13.076349,7/21/03,117.0,18000000.0
5307,5307,Mickey,250000,Comedy,en,0.211008,8/1/18,93.0,18000000.0
5308,5308,The Foot Fist Way,79000,Comedy,en,2.066141,6/24/06,85.0,18000000.0
5309,5309,K-PAX,48000000,Drama,en,12.400152,10/22/01,120.0,18000000.0
5310,5310,Hard Times,2700000,Drama,en,3.427039,9/4/75,93.0,18000000.0
5311,5311,Hollywood Homicide,75000000,Action,en,11.080439,6/9/03,116.0,18000000.0
5312,5312,The Twilight Saga: Breaking Dawn - Part 2,120000000,Adventure,en,26.080995,11/13/12,115.0,18000000.0
5313,5313,Red Heat,29000000,Action,en,14.25013,6/17/88,104.0,18000000.0
5314,5314,Roger Dodger,18000000.0,Comedy,en,3.529256,5/9/02,106.0,18000000.0
5315,5315,Onegin,14000000,Drama,en,7.171138,12/22/99,104.0,18000000.0
5316,5316,Michael,18000000.0,Comedy,en,9.473162,12/25/96,105.0,18000000.0
5317,5317,The Cutting Edge,18000000.0,Comedy,en,3.8143,3/27/92,101.0,18000000.0
5318,5318,Citizen Kane,839727,Mystery,en,15.811921,4/30/41,119.0,18000000.0
5319,5319,The Lawnmower Man,10000000,Horror,en,6.685948,3/5/92,108.0,18000000.0
5320,5320,Hachi: A Dog's Tale,16000000,Drama,en,8.621359,6/13/09,93.0,18000000.0
5321,5321,A Man of No Importance,18000000.0,Comedy,en,0.406113,12/22/94,99.0,18000000.0
5322,5322,The Sixth Sense,40000000,Mystery,en,18.449169,8/6/99,107.0,18000000.0
5323,5323,In the Mouth of Madness,8000000,Horror,en,8.497643,12/12/94,95.0,18000000.0
5324,5324,Frankenhooker,2500000,Comedy,en,5.097791,6/1/90,85.0,18000000.0
5325,5325,Sing Street,4000000,Romance,en,10.672862,3/11/16,106.0,18000000.0
5326,5326,Chicago,45000000,Action,en,13.325347,12/26/02,113.0,18000000.0
5327,5327,While She Was Out,6000000,Action,en,9.002146,10/27/08,108.0,18000000.0
5328,5328,Shooting Fish,3000000,Crime,en,1.631288,8/22/97,109.0,18000000.0
5329,5329,Deep Impact,75000000,Action,en,11.644633,5/8/98,120.0,18000000.0
5330,5330,"Niko 2 - Little Brother, Big Trouble",18000000.0,Animation,en,3.232942,10/12/12,79.0,18000000.0
5331,5331,Opportunity Knocks,18000000.0,Comedy,en,1.200053,3/30/90,103.0,18000000.0
5332,5332,Nell,31000000,Drama,en,5.930957,12/23/94,112.0,18000000.0
5333,5333,Shattered,22000000,Mystery,en,6.851939,10/11/91,98.0,18000000.0
5334,5334,Mildred Pierce,1453000,Crime,en,4.497049,9/24/45,111.0,18000000.0
5335,5335,Foolproof,8256269,Action,en,7.474007,10/3/03,97.0,18000000.0
5336,5336,Coco Chanel & Igor Stravinsky,18000000.0,Drama,fr,2.277923,12/30/09,120.0,18000000.0
5337,5337,Attack the Block,14350531,Action,en,9.93263,5/12/11,88.0,18000000.0
5338,5338,Ragnarok,6500000,Action,no,11.365247,11/11/13,120.0,18000000.0
5339,5339,Ghosts of Girlfriends Past,18000000.0,Fantasy,en,8.401493,5/1/09,100.0,18000000.0
5340,5340,Invictus,60000000,Drama,en,9.109838,12/10/09,134.0,18000000.0
5341,5341,Hollow Man,95000000,Action,en,7.912103,8/4/00,112.0,18000000.0
5342,5342,American Gigolo,4800000,Thriller,en,11.53267,2/8/80,117.0,18000000.0
5343,5343,The Game,50000000,Drama,en,14.825587,9/12/97,129.0,18000000.0
5344,5344,Gloomy Sunday,18000000.0,Romance,de,0.737097,10/21/99,112.0,18000000.0
5345,5345,Me Before You,20000000,Drama,en,34.34759,6/2/16,110.0,18000000.0
5346,5346,Forbidden Games,18000000.0,Drama,fr,3.936747,5/9/52,86.0,18000000.0
5347,5347,Star Wars: The Clone Wars,8500000,Thriller,en,8.524857,8/5/08,98.0,18000000.0
5348,5348,Lights in the Dusk,1380000,Crime,fi,2.329388,2/3/06,78.0,18000000.0
5349,5349,Alan & Naomi,18000000.0,Drama,en,0.904809,1/31/92,96.0,18000000.0
5350,5350,The Muppets,45000000,Comedy,en,10.214369,11/22/11,103.0,18000000.0
5351,5351,Graduation,2000000,Drama,ro,2.840429,5/20/16,127.0,18000000.0
5352,5352,Funny Girl,14000000,Drama,en,4.651946,9/19/68,149.0,18000000.0
5353,5353,Bean,18000000,Comedy,en,12.799853,7/3/97,85.0,18000000.0
5354,5354,The Break-Up,52000000,Romance,en,6.327193,6/1/06,106.0,18000000.0
5355,5355,Steel Magnolias,18000000.0,Comedy,en,7.14561,11/15/89,119.0,18000000.0
5356,5356,Salsa,18000000.0,Drama,en,1.659488,7/9/88,98.0,18000000.0
5357,5357,The Mother of Tears,3500000,Horror,it,34.145916,9/6/07,102.0,18000000.0
5358,5358,Bright Star,8500000,Drama,en,14.337355,11/5/09,119.0,18000000.0
5359,5359,The Nutty Professor,54000000,Fantasy,en,9.651581,6/26/96,95.0,18000000.0
5360,5360,Chaos Theory,18000000.0,Comedy,en,7.303984,3/14/08,87.0,18000000.0
5361,5361,The Lords of Flatbush,160000,Drama,en,1.391503,5/1/74,86.0,18000000.0
5362,5362,The Ice Storm,18000000,Drama,en,7.146352,9/27/97,112.0,18000000.0
5363,5363,Eegah,15000,Horror,en,1.274228,6/8/62,90.0,18000000.0
5364,5364,Criminal,31500000,Action,en,10.038581,4/14/16,113.0,18000000.0
5365,5365,The Santa Clause 2,65000000,Fantasy,en,5.205729,10/31/02,104.0,18000000.0
5366,5366,Rocky Balboa,24000000,Drama,en,11.697604,12/20/06,102.0,18000000.0
5367,5367,Bitter Harvest,20000000,War,en,3.573865,2/23/17,103.0,18000000.0
