,film,budget,genres,original_language,popularity,production_companies,release_date,runtime,revenue
4218,Raise Your Voice,15000000.0,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,4.387004,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'FilmEngine', 'id': 816}, {'name': 'Brookwell-McNamara Entertainment', 'id': 3235}, {'name': 'ChickFlick Productions', 'id': 15312}]",2004-08-10,103.0,
4219,Baby Geniuses,12000000.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,7.707344,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Crystal Sky Worldwide', 'id': 4077}, {'name': 'Triumph', 'id': 4078}]",1999-03-12,97.0,
4220,When Did You Last See Your Father?,0.0,"[{'id': 18, 'name': 'Drama'}]",en,1.040302,"[{'name': 'Intandem Films', 'id': 2731}, {'name': 'Film4', 'id': 9349}, {'name': 'Number 9 Films', 'id': 34338}, {'name': 'Tiger Aspect Pictures', 'id': 36201}, {'name': 'Father Features', 'id': 36204}, {'name': 'Audley Films', 'id': 36205}, {'name': 'Comptom Investments', 'id': 36206}]",2007-10-05,92.0,
4221,Street Knight,0.0,nan,en,0.001393,,1993-03-12,0.0,
4222,The Wicker Man,40000000.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",en,9.423256,"[{'name': 'Saturn Films', 'id': 831}, {'name': 'Brightlight Pictures', 'id': 1063}, {'name': 'Alcon Entertainment', 'id': 1088}, {'name': 'Nu Image Entertainment GmbH', 'id': 4741}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Millennium Films', 'id': 10254}, {'name': 'Emmett/Furla Films', 'id': 10405}, {'name': 'Equity Pictures Medienfonds GmbH & Co. KG III', 'id': 10885}, {'name': 'Wicker Man Productions', 'id': 20453}]",2006-09-01,102.0,
4223,The Company You Keep,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,5.367502,"[{'name': 'Wildwood Enterprises', 'id': 316}, {'name': 'Kingsgate Films', 'id': 770}, {'name': 'Brightlight Pictures', 'id': 1063}, {'name': 'Voltage pictures', 'id': 6633}, {'name': 'TCYK North Productions', 'id': 55063}]",2012-09-06,121.0,
4224,The Doctor,12000000.0,"[{'id': 18, 'name': 'Drama'}]",en,8.337242,"[{'name': 'Touchstone Pictures', 'id': 9195}]",1991-07-24,122.0,
4225,Batman: Mask of the Phantasm,6000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",en,7.29114,"[{'name': 'DC Comics', 'id': 429}, {'name': 'Warner Bros.', 'id': 6194}]",1993-12-25,76.0,
4226,Escape from the Planet of the Apes,2500000.0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",en,12.120267,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'APJAC Productions', 'id': 12943}]",2071-05-20,98.0,
4227,Amandla! A Revolution in Four-Part Harmony,0.0,"[{'id': 99, 'name': 'Documentary'}]",en,0.173464,,2002-09-21,103.0,
4228,Eastern Promises,51500000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",en,9.897909,"[{'name': 'BBC Films', 'id': 288}, {'name': 'Serendipity Point Films', 'id': 805}, {'name': 'Téléfilm Canada', 'id': 806}, {'name': 'Astral Media', 'id': 2743}, {'name': 'Scion Films', 'id': 7419}, {'name': 'Focus Features', 'id': 10146}, {'name': 'Corus Entertainment', 'id': 11550}, {'name': 'Shine Pictures', 'id': 16880}, {'name': 'Kudos Film and Television', 'id': 20244}]",2007-09-14,100.0,
4229,Wicker Park,30000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",en,5.605652,"[{'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': ""Mel's Cite du Cinema"", 'id': 54502}]",2004-09-03,114.0,
4230,Porky's 3: Revenge,9000000.0,"[{'id': 35, 'name': 'Comedy'}]",en,3.208108,"[{'name': 'SLM Production Group', 'id': 396}, {'name': 'Melvin Simon Productions', 'id': 2124}, {'name': 'Astral Bellevue Pathé', 'id': 10313}]",1985-03-22,92.0,
4231,The Watcher in the Woods,0.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",en,9.003838,"[{'name': 'Walt Disney Pictures', 'id': 2}]",1980-04-17,83.0,
4232,Home Alone 3,32000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,8.04209,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Hughes Entertainment', 'id': 477}]",1997-12-12,102.0,
4233,The Runaways,10000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",en,19.42051,"[{'name': 'River Road Entertainment', 'id': 1246}, {'name': 'Road Rebel', 'id': 2648}, {'name': 'Linson Entertainment', 'id': 4700}]",2010-03-19,106.0,
4234,Kolya,0.0,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",cs,13.947867,"[{'name': 'Pandora Cinema', 'id': 185}, {'name': 'Portobello Pictures', 'id': 486}, {'name': 'Ceská Televize', 'id': 1083}, {'name': 'Biograf Jan Svěrák', 'id': 6419}, {'name': 'CinemArt', 'id': 7976}, {'name': ""Fonds Eurimages du Conseil de l'Europe"", 'id': 11011}, {'name': 'Centre National de la Cinématographie (CNC)', 'id': 18367}, {'name': 'Space Films', 'id': 29327}, {'name': 'The Czech Republic State Fund for Support and Development of Cinematography', 'id': 44592}]",1996-05-05,105.0,
4235,High Heels,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",es,4.563892,,1991-10-23,109.0,
4236,Starchaser: The Legend of Orin,15000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",en,0.732814,,1985-01-01,107.0,
4237,The Quest,30000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",en,7.941972,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Signature Pictures', 'id': 2982}, {'name': 'MDP Worldwide', 'id': 10828}, {'name': 'Selima Films AVV', 'id': 38114}]",1996-04-19,95.0,
4238,Showgirls,45000000.0,"[{'id': 18, 'name': 'Drama'}]",en,17.502375,"[{'name': 'United Artists', 'id': 60}, {'name': 'Le Studio Canal+', 'id': 183}, {'name': 'Carolco Pictures', 'id': 14723}]",1995-09-22,128.0,
4239,The Great Gatsby,105000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,17.598936,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Bazmark Films', 'id': 240}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'A&E Television Networks', 'id': 11858}, {'name': 'Red Wagon Entertainment', 'id': 14440}, {'name': 'Spectrum Films', 'id': 14604}]",2013-05-10,143.0,
4240,Return of the Jedi,32350000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",en,14.586087,"[{'name': 'Lucasfilm', 'id': 1}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]",1983-05-23,135.0,
4241,Death Race 2000,300000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",en,6.064898,"[{'name': 'New World Pictures', 'id': 1950}]",1975-04-27,80.0,
4242,Riff-Raff,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,1.501241,"[{'name': 'Parallax Pictures', 'id': 983}, {'name': 'Channel 4 Television', 'id': 5778}]",1991-06-21,95.0,
4243,Mr. Deeds,50000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,6.674356,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Out of the Blue... Entertainment', 'id': 879}, {'name': 'Happy Madison Productions', 'id': 2608}]",2002-06-28,96.0,
4244,An American Rhapsody,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",en,4.284793,"[{'name': 'Paramount Classics', 'id': 2315}, {'name': 'Fireworks Pictures', 'id': 3857}, {'name': 'Seven Arts Pictures', 'id': 14159}]",2001-06-22,106.0,
4245,The Dinner,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,5.175311,"[{'name': 'ChubbCo Film', 'id': 5683}, {'name': 'Post Factory NY', 'id': 71684}, {'name': 'BlackBird', 'id': 77939}, {'name': 'Orchard, The', 'id': 77940}, {'name': 'Front Row Filmed Entertainment', 'id': 77941}]",2017-05-05,120.0,
4246,The Waterboy,23000000.0,"[{'id': 35, 'name': 'Comedy'}]",en,9.461823,"[{'name': 'Touchstone Pictures', 'id': 9195}]",1998-11-06,90.0,
4247,Never Die Alone,3000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,6.212433,"[{'name': 'ContentFilm', 'id': 1420}, {'name': 'Visionbox Pictures', 'id': 60615}, {'name': 'White Orchid Films', 'id': 91636}, {'name': 'Fearon Entertainment', 'id': 91637}, {'name': 'Bloodline Films', 'id': 91638}]",2004-03-26,88.0,
4248,Last Holiday,45000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,5.53836,"[{'name': 'Paramount Pictures', 'id': 4}]",2006-01-13,112.0,
4249,Beastly,17000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",en,7.364563,"[{'name': 'CBS Films', 'id': 5490}, {'name': ""Mel's Cite du Cinema"", 'id': 54502}, {'name': 'Storefront Films', 'id': 60600}]",2011-01-21,86.0,
4250,Transylmania,0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",en,2.589745,"[{'name': 'Film Rock', 'id': 8001}, {'name': 'Hill & Brand Entertainment', 'id': 8002}]",2009-12-04,92.0,
4251,Kubo and the Two Strings,60000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",en,12.321832,"[{'name': 'Laika Entertainment', 'id': 11537}]",2016-08-18,102.0,
4252,The Five-Year Engagement,30000000.0,"[{'id': 35, 'name': 'Comedy'}]",en,12.84554,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Dentsu', 'id': 6452}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Apatow Productions', 'id': 10105}, {'name': 'Stoller Global Solutions', 'id': 23876}]",2012-04-27,124.0,
4253,The Faculty,15000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",en,13.462253,"[{'name': 'Dimension Films', 'id': 7405}, {'name': 'Los Hooligans Productions', 'id': 11705}]",1998-12-25,104.0,
4254,While You Were Sleeping,17000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,15.783615,"[{'name': 'Caravan Pictures', 'id': 175}, {'name': 'Hollywood Pictures', 'id': 915}]",1995-04-21,103.0,
4255,The Princess and the Frog,105000000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 10402, 'name': 'Music'}]",en,16.616517,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walt Disney Animation Studios', 'id': 6125}]",2009-12-08,97.0,
4256,Life,80000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",en,7.579444,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}]",1999-04-16,108.0,
4257,Deuce Bigalow: European Gigolo,22000000.0,"[{'id': 35, 'name': 'Comedy'}]",en,5.341117,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Out of the Blue... Entertainment', 'id': 879}, {'name': 'Happy Madison Productions', 'id': 2608}]",2005-08-06,83.0,
4258,He Loves Me... He Loves Me Not,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",fr,4.421311,,2002-03-27,92.0,
4259,xXx,70000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",en,12.722381,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Original Film', 'id': 333}, {'name': 'Revolution Studios', 'id': 497}]",2002-08-09,124.0,
4260,What Maisie Knew,6000000.0,"[{'id': 18, 'name': 'Drama'}]",en,8.535611,"[{'name': 'Image Entertainment', 'id': 3086}, {'name': '120dB Films', 'id': 5113}, {'name': '10th Hole Productions', 'id': 6691}, {'name': 'Dreambridge Films', 'id': 14037}, {'name': 'Red Crown Productions', 'id': 16945}, {'name': 'Weinstock Productions', 'id': 16946}, {'name': 'KODA Entertainment', 'id': 16947}]",2013-05-02,93.0,
4261,Aanandam,450000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",ml,0.354748,"[{'name': ""Cast N' Crew"", 'id': 79808}, {'name': 'Habit of Life', 'id': 82713}]",2016-10-21,134.0,
4262,Top Dog,6000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 53, 'name': 'Thriller'}]",en,1.557791,,1995-04-28,86.0,
4263,How to Train Your Dragon,165000000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",en,14.416681,"[{'name': 'DreamWorks Animation', 'id': 521}, {'name': 'Vertigo Entertainment', 'id': 829}, {'name': 'Mad Hatter Entertainment', 'id': 20154}]",2010-03-05,98.0,
4264,Angels in the Outfield,0.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,10.892812,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Caravan Pictures', 'id': 175}]",1994-07-15,102.0,
4265,Solace,0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",en,12.642675,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Eden Rock Media', 'id': 2273}, {'name': 'Grindstone Entertainment Group', 'id': 3604}, {'name': 'FilmNation Entertainment', 'id': 7493}, {'name': 'Silver Reel', 'id': 12075}, {'name': 'Venture Forth', 'id': 20313}, {'name': 'Flynn Picture Company', 'id': 34081}, {'name': 'Lionsgate Premiere', 'id': 85885}, {'name': 'Supersensory', 'id': 88460}]",2015-09-03,101.0,
4266,Mickey's Christmas Carol,3000000.0,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]",en,11.742804,"[{'name': 'Walt Disney Productions', 'id': 3166}]",1983-10-19,26.0,
4267,Welcome to the South,4000000.0,"[{'id': 35, 'name': 'Comedy'}]",it,6.700081,"[{'name': 'Medusa Film', 'id': 6246}, {'name': 'Cattleya', 'id': 10102}, {'name': 'Regione Campania', 'id': 20388}, {'name': 'Campania Film Commission', 'id': 20389}, {'name': 'Comune di Castellabate', 'id': 20390}]",2010-10-01,102.0,
4268,Justice League: The New Frontier,3500000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",en,7.031719,"[{'name': 'Warner Bros. Entertainment', 'id': 17}, {'name': 'Warner Bros. Animation', 'id': 2785}, {'name': 'DC Entertainment', 'id': 9993}]",2008-02-26,75.0,
4269,Chicken Little,150000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",en,18.584609,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walt Disney Feature Animation', 'id': 10217}]",2005-11-04,81.0,
4270,The Shaggy Dog,50000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,4.878907,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Mandeville Films', 'id': 10227}, {'name': 'Boxing Cat Films', 'id': 12626}]",2006-03-09,98.0,
4271,"Aquí llega Condemor, el pecador de la pradera",0.0,"[{'id': 37, 'name': 'Western'}, {'id': 35, 'name': 'Comedy'}]",es,0.374,"[{'name': 'Producciones A.S.H. Films S.A.', 'id': 8011}, {'name': 'Canal+ Espana', 'id': 12625}, {'name': 'Antena 3 Televisión', 'id': 31125}]",1996-06-27,90.0,
4272,"The Karate Kid, Part III",0.0,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",en,6.441664,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Weintraub International Group', 'id': 57092}]",1989-06-29,112.0,
4273,Altered States,15000000.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",en,10.603299,"[{'name': 'Warner Bros.', 'id': 6194}]",1980-12-25,102.0,
4274,The Glass Castle,0.0,"[{'id': 18, 'name': 'Drama'}]",en,7.892689,"[{'name': 'Lionsgate', 'id': 1632}, {'name': 'Netter Productions', 'id': 32555}]",2017-08-10,127.0,
4275,Top Secret!,9000000.0,"[{'id': 35, 'name': 'Comedy'}]",en,5.971241,"[{'name': 'Paramount Pictures', 'id': 4}]",1984-06-08,90.0,
4276,The Land Before Time,12300000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",en,13.631352,"[{'name': 'Lucasfilm', 'id': 1}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Sullivan Bluth Studios', 'id': 6422}, {'name': 'U-Drive Productions', 'id': 20448}, {'name': 'Universal City Studios', 'id': 69627}]",1988-11-18,69.0,
4277,Damage,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,6.384589,"[{'name': 'New Line Cinema', 'id': 12}]",1992-12-02,111.0,
4278,Amélie,10000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",fr,12.879381,"[{'name': 'France 3 Cinéma', 'id': 591}, {'name': 'Claudie Ossard Productions', 'id': 592}, {'name': 'MMC Independent', 'id': 4411}, {'name': 'Canal+', 'id': 5358}, {'name': 'Tapioca Films', 'id': 12000}, {'name': 'Sofica Sofinergie 5', 'id': 23446}, {'name': 'Victoires Productions', 'id': 25020}, {'name': 'Filmstiftung Nordrhein-Westfalen', 'id': 27897}, {'name': 'Union Générale Cinématographique (UGC)', 'id': 30994}]",2001-04-25,122.0,
4279,Blackball,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",en,1.433756,"[{'name': 'Midfield Films', 'id': 3080}]",2003-05-18,96.0,
4280,Touch and Go,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,1.491589,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Kings Road Entertainment', 'id': 4255}]",1986-08-22,101.0,
4281,Big Top Pee-wee,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,15.227522,"[{'name': 'Paramount Pictures', 'id': 4}]",1988-07-22,86.0,
4282,First Descent,0.0,"[{'id': 99, 'name': 'Documentary'}]",en,0.226138,,2005-12-02,110.0,
4283,Billu,5750000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",hi,1.355305,"[{'name': 'Red Chillies Entertainment', 'id': 2343}, {'name': 'Eros International', 'id': 3653}]",2009-02-13,137.0,
4284,Adanggaman,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",fr,0.071765,"[{'name': 'Canal+ Horizons', 'id': 23331}, {'name': 'Fabrica', 'id': 54378}, {'name': 'Amka Films Productions', 'id': 71818}, {'name': 'Direction de la Cinematographie Nationale', 'id': 75511}, {'name': 'Renardes Productions', 'id': 88331}, {'name': 'IMTM Films', 'id': 88332}, {'name': 'Abyssa Films', 'id': 88333}, {'name': 'Televisione Svizzera Italiana', 'id': 88334}]",2000-08-31,90.0,
4285,Brave,185000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",en,15.876341,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Pixar Animation Studios', 'id': 3}]",2012-06-21,93.0,
4286,The Switch,19000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",en,5.695408,"[{'name': 'Mandate Pictures', 'id': 771}, {'name': 'Bona Fide Productions', 'id': 2570}, {'name': 'Echo Films', 'id': 7382}]",2010-05-11,101.0,
4287,There Will Be Blood,25000000.0,"[{'id': 18, 'name': 'Drama'}]",en,8.200627,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Ghoulardi Film Company', 'id': 178}, {'name': 'Paramount Vantage', 'id': 838}]",2007-12-28,158.0,
4288,The Adventures of Baron Munchausen,46630000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",en,7.753416,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Laura Films', 'id': 1593}, {'name': 'Allied Filmmakers', 'id': 1755}, {'name': 'Prominent Features', 'id': 11352}]",1988-12-07,126.0,
4289,The Wind Rises,30000000.0,"[{'id': 16, 'name': 'Animation'}]",ja,9.310866,"[{'name': 'Toho Company', 'id': 882}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Studio Ghibli', 'id': 10342}, {'name': 'Hakuhodo DY Media Partners', 'id': 11846}, {'name': 'KDDI Corporation', 'id': 11848}, {'name': 'Nippon Television Network (NTV)', 'id': 20192}, {'name': 'Mitsubishi Motors Corporation', 'id': 25634}]",2013-07-20,126.0,
4290,The Hot Spot,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",en,3.985689,"[{'name': 'Orion Pictures', 'id': 41}]",1990-10-12,130.0,
4291,Total Eclipse,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,4.546552,"[{'name': 'Société Française de Production (SFP)', 'id': 6849}, {'name': 'FIT Productions', 'id': 16026}, {'name': 'Portman Productions', 'id': 16027}]",1995-11-02,111.0,
4292,Wolf Creek 2,8000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,6.842107,"[{'name': 'South Australian Film Corporation', 'id': 2806}, {'name': 'Screen Australia', 'id': 7584}, {'name': 'Emu Creek Pictures', 'id': 19010}, {'name': 'Duo Art Productions', 'id': 21379}, {'name': 'True Crime Australia', 'id': 33439}]",2013-08-30,106.0,
4293,Goosebumps,58000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",en,12.365292,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Original Film', 'id': 333}, {'name': 'Sony Pictures Animation', 'id': 2251}, {'name': 'Sony Pictures Entertainment (SPE)', 'id': 7431}, {'name': 'Scholastic Entertainment', 'id': 30246}, {'name': 'LStar Capital', 'id': 34034}]",2015-08-05,103.0,
